,Date,1Y
1247,2018-08-16,4.31
1248,2018-08-17,4.31
1249,2018-08-20,4.31
1250,2018-08-21,4.31
1251,2018-08-22,4.31
1252,2018-08-23,4.31
1253,2018-08-24,4.31
1254,2018-08-27,4.31
1255,2018-08-28,4.31
1256,2018-08-29,4.31
1257,2018-08-30,4.31
1258,2018-08-31,4.31
1259,2018-09-03,4.31
1260,2018-09-04,4.31
1261,2018-09-05,4.31
1262,2018-09-06,4.31
1263,2018-09-07,4.31
1264,2018-09-10,4.31
1265,2018-09-11,4.31
1266,2018-09-12,4.31
1267,2018-09-13,4.31
1268,2018-09-14,4.31
1269,2018-09-17,4.31
1270,2018-09-18,4.31
1271,2018-09-19,4.31
1272,2018-09-20,4.31
1273,2018-09-21,4.31
1274,2018-09-25,4.31
1275,2018-09-26,4.31
1276,2018-09-27,4.31
1277,2018-09-28,4.31
1278,2018-09-29,4.31
1279,2018-09-30,4.31
1280,2018-10-08,4.31
1281,2018-10-09,4.31
1282,2018-10-10,4.31
1283,2018-10-11,4.31
1284,2018-10-12,4.31
1285,2018-10-15,4.31
1286,2018-10-16,4.31
1287,2018-10-17,4.31
1288,2018-10-18,4.31
1289,2018-10-19,4.31
1290,2018-10-22,4.31
1291,2018-10-23,4.31
1292,2018-10-24,4.31
1293,2018-10-25,4.31
1294,2018-10-26,4.31
1295,2018-10-29,4.31
1296,2018-10-30,4.31
1297,2018-10-31,4.31
1298,2018-11-01,4.31
1299,2018-11-02,4.31
1300,2018-11-05,4.31
1301,2018-11-06,4.31
1302,2018-11-07,4.31
1303,2018-11-08,4.31
1304,2018-11-09,4.31
1305,2018-11-12,4.31
1306,2018-11-13,4.31
1307,2018-11-14,4.31
1308,2018-11-15,4.31
1309,2018-11-16,4.31
1310,2018-11-19,4.31
1311,2018-11-20,4.31
1312,2018-11-21,4.31
1313,2018-11-22,4.31
1314,2018-11-23,4.31
1315,2018-11-26,4.31
1316,2018-11-27,4.31
1317,2018-11-28,4.31
1318,2018-11-29,4.31
1319,2018-11-30,4.31
1320,2018-12-03,4.31
1321,2018-12-04,4.31
1322,2018-12-05,4.31
1323,2018-12-06,4.31
1324,2018-12-07,4.31
1325,2018-12-10,4.31
1326,2018-12-11,4.31
1327,2018-12-12,4.31
1328,2018-12-13,4.31
1329,2018-12-14,4.31
1330,2018-12-17,4.31
1331,2018-12-18,4.31
1332,2018-12-19,4.31
1333,2018-12-20,4.31
1334,2018-12-21,4.31
1335,2018-12-24,4.31
1336,2018-12-25,4.31
1337,2018-12-26,4.31
1338,2018-12-27,4.31
1339,2018-12-28,4.31
1340,2018-12-29,4.31
1341,2019-01-02,4.31
1342,2019-01-03,4.31
1343,2019-01-04,4.31
1344,2019-01-07,4.31
1345,2019-01-08,4.31
1346,2019-01-09,4.31
1347,2019-01-10,4.31
1348,2019-01-11,4.31
1349,2019-01-14,4.31
1350,2019-01-15,4.31
1351,2019-01-16,4.31
1352,2019-01-17,4.31
1353,2019-01-18,4.31
1354,2019-01-21,4.31
1355,2019-01-22,4.31
1356,2019-01-23,4.31
1357,2019-01-24,4.31
1358,2019-01-25,4.31
1359,2019-01-28,4.31
1360,2019-01-29,4.31
1361,2019-01-30,4.31
1362,2019-01-31,4.31
1363,2019-02-01,4.31
1364,2019-02-02,4.31
1365,2019-02-03,4.31
1366,2019-02-11,4.31
1367,2019-02-12,4.31
1368,2019-02-13,4.31
1369,2019-02-14,4.31
1370,2019-02-15,4.31
1371,2019-02-18,4.31
1372,2019-02-19,4.31
1373,2019-02-20,4.31
1374,2019-02-21,4.31
1375,2019-02-22,4.31
1376,2019-02-25,4.31
1377,2019-02-26,4.31
1378,2019-02-27,4.31
1379,2019-02-28,4.31
1380,2019-03-01,4.31
1381,2019-03-04,4.31
1382,2019-03-05,4.31
1383,2019-03-06,4.31
1384,2019-03-07,4.31
1385,2019-03-08,4.31
1386,2019-03-11,4.31
1387,2019-03-12,4.31
1388,2019-03-13,4.31
1389,2019-03-14,4.31
1390,2019-03-15,4.31
1391,2019-03-18,4.31
1392,2019-03-19,4.31
1393,2019-03-20,4.31
1394,2019-03-21,4.31
1395,2019-03-22,4.31
1396,2019-03-25,4.31
1397,2019-03-26,4.31
1398,2019-03-27,4.31
1399,2019-03-28,4.31
1400,2019-03-29,4.31
1401,2019-04-01,4.31
1402,2019-04-02,4.31
1403,2019-04-03,4.31
1404,2019-04-04,4.31
1405,2019-04-08,4.31
1406,2019-04-09,4.31
1407,2019-04-10,4.31
1408,2019-04-11,4.31
1409,2019-04-12,4.31
1410,2019-04-15,4.31
1411,2019-04-16,4.31
1412,2019-04-17,4.31
1413,2019-04-18,4.31
1414,2019-04-19,4.31
1415,2019-04-22,4.31
1416,2019-04-23,4.31
1417,2019-04-24,4.31
1418,2019-04-25,4.31
1419,2019-04-26,4.31
1420,2019-04-28,4.31
1421,2019-04-29,4.31
1422,2019-04-30,4.31
1423,2019-05-05,4.31
1424,2019-05-06,4.31
1425,2019-05-07,4.31
1426,2019-05-08,4.31
1427,2019-05-09,4.31
1428,2019-05-10,4.31
1429,2019-05-13,4.31
1430,2019-05-14,4.31
1431,2019-05-15,4.31
1432,2019-05-16,4.31
1433,2019-05-17,4.31
1434,2019-05-20,4.31
1435,2019-05-21,4.31
1436,2019-05-22,4.31
1437,2019-05-23,4.31
1438,2019-05-24,4.31
1439,2019-05-27,4.31
1440,2019-05-28,4.31
1441,2019-05-29,4.31
1442,2019-05-30,4.31
1443,2019-05-31,4.31
1444,2019-06-03,4.31
1445,2019-06-04,4.31
1446,2019-06-05,4.31
1447,2019-06-06,4.31
1448,2019-06-10,4.31
1449,2019-06-11,4.31
1450,2019-06-12,4.31
1451,2019-06-13,4.31
1452,2019-06-14,4.31
1453,2019-06-17,4.31
1454,2019-06-18,4.31
1455,2019-06-19,4.31
1456,2019-06-20,4.31
1457,2019-06-21,4.31
1458,2019-06-24,4.31
1459,2019-06-25,4.31
1460,2019-06-26,4.31
1461,2019-06-27,4.31
1462,2019-06-28,4.31
1463,2019-07-01,4.31
1464,2019-07-02,4.31
1465,2019-07-03,4.31
1466,2019-07-04,4.31
1467,2019-07-05,4.31
1468,2019-07-08,4.31
1469,2019-07-09,4.31
1470,2019-07-10,4.31
1471,2019-07-11,4.31
1472,2019-07-12,4.31
1473,2019-07-15,4.31
1474,2019-07-16,4.31
1475,2019-07-17,4.31
1476,2019-07-18,4.31
1477,2019-07-19,4.31
1478,2019-07-22,4.31
1479,2019-07-23,4.31
1480,2019-07-24,4.31
1481,2019-07-25,4.31
1482,2019-07-26,4.31
1483,2019-07-29,4.31
1484,2019-07-30,4.31
1485,2019-07-31,4.31
1486,2019-08-01,4.31
1487,2019-08-02,4.31
1488,2019-08-05,4.31
1489,2019-08-06,4.31
1490,2019-08-07,4.31
1491,2019-08-08,4.31
1492,2019-08-09,4.31
1493,2019-08-12,4.31
1494,2019-08-13,4.31
1495,2019-08-14,4.31
1496,2019-08-15,4.31
1497,2019-08-16,4.31
1498,2019-08-20,4.25
1499,2019-09-20,4.2
1500,2019-10-21,4.2
1501,2019-11-20,4.15
1502,2019-12-20,4.15
1503,2020-01-20,4.15
1504,2020-02-20,4.05
1505,2020-03-20,4.05
1506,2020-04-20,3.85
1507,2020-05-20,3.85
1508,2020-06-22,3.85
1509,2020-07-20,3.85
1510,2020-08-20,3.85
1511,2020-09-21,3.85
1512,2020-10-20,3.85
1513,2020-11-20,3.85
1514,2020-12-21,3.85
